0.002500, 0.099993, 50
0.009531, 0.140632, 50
0.021253, 0.234422, 50
0.037666, 0.328266, 50
0.058775, 0.422184, 50
0.084585, 0.516198, 50
0.115101, 0.610328, 50
0.150331, 0.704597, 50
0.190282, 0.799025, 50
0.234964, 0.893633, 50
0.284386, 0.988440, 50
0.338560, 1.083469, 50
0.397496, 1.178738, 50
0.461210, 1.274266, 50
0.529713, 1.370073, 50
0.603022, 1.466177, 50
0.681152, 1.562595, 50
0.764119, 1.659343, 50
0.851941, 1.756438, 50
0.944636, 1.853894, 50
1.042222, 1.951725, 50
1.144719, 2.049942, 50
1.252147, 2.148557, 50
1.364526, 2.247580, 50
1.481877, 2.347019, 50
1.604221, 2.446883, 50
1.731580, 2.547178, 50
1.863975, 2.647908, 50
2.001429, 2.749080, 50
2.143964, 2.850695, 50
2.291602, 2.952758, 50
2.444366, 3.055271, 50
2.602277, 3.158237, 50
2.765360, 3.261659, 50
2.933637, 3.365538, 50
3.107131, 3.469879, 50
3.285866, 3.574687, 50
3.469864, 3.679966, 50
3.659150, 3.785725, 50
3.853749, 3.891971, 50
4.053685, 3.998718, 50
4.258984, 4.105979, 50
4.469672, 4.213771, 50
4.685778, 4.322115, 50
4.907330, 4.431035, 50
5.134358, 4.540562, 50
5.366894, 4.650729, 50
5.604973, 4.761575, 50
5.848630, 4.873146, 50
6.097905, 4.985493, 50
6.352839, 5.098676, 50
6.613477, 5.212760, 50
6.879868, 5.327819, 50
7.152064, 5.443935, 50
7.430124, 5.561197, 50
7.714109, 5.679702, 50
8.004087, 5.799554, 50
8.300130, 5.920863, 50
8.602317, 6.043740, 50
8.910732, 6.168294, 50
9.225463, 6.294630, 50
9.546605, 6.422834, 50
9.874253, 6.552969, 50
10.208506, 6.685052, 50
10.549458, 6.819044, 50
10.897199, 6.954817, 50
11.251806, 7.092136, 50
11.613337, 7.230624, 50
11.981824, 7.369734, 50
12.357260, 7.508731, 50
12.739595, 7.646687, 50
13.128719, 7.782494, 50
13.524465, 7.914920, 50
13.926600, 8.042687, 50
14.334830, 8.164597, 50
14.748812, 8.279655, 50
15.168172, 8.387202, 50
15.592523, 8.487002, 50
16.021486, 8.579269, 50
16.454718, 8.664640, 50
16.891922, 8.744078, 50
17.332859, 8.818753, 50
17.773756, 8.817938, 50
18.209190, 8.708679, 50
18.637450, 8.565198, 50
19.058645, 8.423903, 50
19.472906, 8.285209, 50
19.880371, 8.149311, 50
20.281033, 8.013233, 50
20.675416, 7.887657, 50
21.064919, 7.790069, 50
21.449503, 7.691681, 50
21.829127, 7.592464, 50
22.203747, 7.492401, 50
22.573321, 7.391488, 50
22.937808, 7.289729, 50
23.297165, 7.187142, 50
23.651352, 7.083755, 50
24.000333, 6.979604, 50
24.344069, 6.874737, 50
24.682530, 6.769207, 50
25.015683, 6.663072, 50
25.343503, 6.556397, 50
25.665966, 6.449246, 50
25.983050, 6.341686, 50
26.294739, 6.233783, 50
26.601019, 6.125601, 50
26.901879, 6.017201, 50
27.197311, 5.908643, 50
27.487310, 5.799979, 50
27.771873, 5.691259, 50
28.051000, 5.582528, 50
28.324691, 5.473825, 50
28.592950, 5.365184, 50
28.855782, 5.256637, 50
29.113192, 5.148208, 50
29.362539, 4.986934, 50
29.607014, 4.889503, 50
29.848975, 4.839228, 50
30.088516, 4.790805, 50
30.325769, 4.745076, 50
30.560910, 4.702804, 50
30.794142, 4.664647, 50
31.025696, 4.631080, 50
31.255810, 4.602284, 50
31.484708, 4.577963, 50
31.712565, 4.557125, 50
31.939456, 4.537818, 50
32.165301, 4.516911, 50
32.389804, 4.490052, 50
32.612401, 4.451947, 50
32.832256, 4.397091, 50
33.048300, 4.320887, 50
33.259341, 4.220817, 50
33.464199, 4.097169, 50
33.661848, 3.952969, 50
33.851505, 3.793141, 50
34.032670, 3.623311, 50
34.205107, 3.448740, 50
34.368791, 3.273669, 50
34.523846, 3.101106, 50
34.670492, 2.932918, 50
34.808995, 2.770069, 50
34.939640, 2.612883, 50
35.062703, 2.461273, 50
35.178449, 2.314909, 50
35.287116, 2.173342, 50
35.388920, 2.036079, 50
35.484051, 1.902625, 50
35.572677, 1.772516, 50
35.654943, 1.645324, 50
35.730976, 1.520665, 50
35.800886, 1.398199, 50
35.864767, 1.277624, 50
35.922701, 1.158676, 50
35.974757, 1.041121, 50
36.020995, 0.924754, 50
36.061464, 0.809393, 50
36.096208, 0.694874, 50
36.125261, 0.581052, 50
36.148650, 0.467795, 50
36.166399, 0.354979, 50
36.178524, 0.242492, 50
36.185035, 0.130226, 50
36.186889, 0.037069, 50
36.186889, 0.000000, 50
