0.002465, 0.098619, 50
0.009080, 0.132290, 50
0.020104, 0.220485, 50
0.035538, 0.308683, 50
0.055383, 0.396886, 50
0.079638, 0.485099, 50
0.108304, 0.573326, 50
0.141383, 0.661576, 50
0.178876, 0.749859, 50
0.220785, 0.838189, 50
0.267114, 0.926582, 50
0.317867, 1.015059, 50
0.373049, 1.103644, 50
0.432668, 1.192368, 50
0.496731, 1.281263, 50
0.565249, 1.370368, 50
0.638236, 1.459728, 50
0.715705, 1.549389, 50
0.797675, 1.639406, 50
0.884167, 1.729836, 50
0.975204, 1.820740, 50
1.070813, 1.912183, 50
1.171025, 2.004233, 50
1.275873, 2.096956, 50
1.385394, 2.190421, 50
1.499629, 2.284697, 50
1.618621, 2.379845, 50
1.742417, 2.475929, 50
1.871068, 2.573002, 50
2.004623, 2.671113, 50
2.143138, 2.770305, 50
2.286669, 2.870610, 50
2.435272, 2.972053, 50
2.589004, 3.074650, 50
2.747925, 3.178410, 50
2.912091, 3.283334, 50
3.081562, 3.389417, 50
3.256394, 3.496647, 50
3.436645, 3.605011, 50
3.622370, 3.714495, 50
3.813624, 3.825084, 50
4.010462, 3.936765, 50
4.212939, 4.049531, 50
4.421108, 4.163379, 50
4.635024, 4.278317, 50
4.854742, 4.394361, 50
5.080319, 4.511537, 50
5.311813, 4.629885, 50
5.549286, 4.749458, 50
5.790277, 4.819826, 50
6.029865, 4.791759, 50
6.265587, 4.714449, 50
6.497381, 4.635868, 50
6.725185, 4.556081, 50
6.948942, 4.475139, 50
7.168596, 4.393079, 50
7.384092, 4.309930, 50
7.595378, 4.225709, 50
7.802399, 4.140424, 50
8.005103, 4.054078, 50
8.203436, 3.966666, 50
8.397345, 3.878183, 50
8.586776, 3.788617, 50
8.771674, 3.697959, 50
8.951984, 3.606202, 50
9.127651, 3.513339, 50
9.298620, 3.419370, 50
9.464835, 3.324300, 50
9.626242, 3.228139, 50
9.782787, 3.130905, 50
9.934418, 3.032623, 50
10.081084, 2.933326, 50
10.222737, 2.833052, 50
10.359329, 2.731848, 50
10.490817, 2.629763, 50
10.617160, 2.526853, 50
10.738319, 2.423178, 50
10.854259, 2.318796, 50
10.964947, 2.213771, 50
11.070355, 2.108163, 50
11.170457, 2.002034, 50
11.265229, 1.895442, 50
11.354651, 1.788443, 50
11.438706, 1.681089, 50
11.517377, 1.573429, 50
11.590653, 1.465508, 50
11.658521, 1.357366, 50
11.720973, 1.249040, 50
11.778001, 1.140562, 50
11.829599, 1.031959, 50
11.875762, 0.923255, 50
11.916485, 0.814472, 50
11.951767, 0.705625, 50
11.981603, 0.596731, 50
12.005993, 0.487800, 50
12.024935, 0.378842, 50
12.038428, 0.269865, 50
12.046472, 0.160875, 50
12.049132, 0.053189, 50
12.049132, 0.000000, 50
12.049132, 0.000000, 50
