0.002487, 0.099477, 50
0.010786, 0.165989, 50
0.024619, 0.276656, 50
0.043986, 0.387333, 50
0.068887, 0.498025, 50
0.099324, 0.608731, 50
0.135296, 0.719452, 50
0.176805, 0.830183, 50
0.223851, 0.940919, 50
0.276434, 1.051648, 50
0.334552, 1.162357, 50
0.398203, 1.273027, 50
0.467385, 1.383633, 50
0.542092, 1.494146, 50
0.622318, 1.604531, 50
0.708056, 1.714743, 50
0.799292, 1.824735, 50
0.896015, 1.934450, 50
0.998206, 2.043826, 50
1.105846, 2.152793, 50
1.218910, 2.261277, 50
1.337369, 2.369197, 50
1.461193, 2.476469, 50
1.590343, 2.583006, 50
1.724779, 2.688722, 50
1.864456, 2.793528, 50
2.009323, 2.897342, 50
2.159327, 3.000084, 50
2.314411, 3.101684, 50
2.474515, 3.202078, 50
2.639576, 3.301215, 50
2.809528, 3.399053, 50
2.984307, 3.495564, 50
3.163843, 3.590734, 50
3.348071, 3.684557, 50
3.536923, 3.777040, 50
3.730333, 3.868199, 50
3.928236, 3.958058, 50
4.130568, 4.046645, 50
4.337268, 4.133989, 50
4.548274, 4.220121, 50
4.763527, 4.305066, 50
4.982969, 4.388844, 50
5.206543, 4.471468, 50
5.434190, 4.552938, 50
5.665852, 4.633240, 50
5.901469, 4.712349, 50
6.140980, 4.790218, 50
6.384319, 4.866788, 50
6.631418, 4.941977, 50
6.878253, 4.936686, 50
7.119878, 4.832501, 50
7.355356, 4.709563, 50
7.584753, 4.587955, 50
7.808134, 4.467607, 50
8.025557, 4.348469, 50
8.237083, 4.230506, 50
8.442768, 4.113701, 50
8.642670, 3.998049, 50
8.836848, 3.883558, 50
9.025360, 3.770244, 50
9.208267, 3.658133, 50
9.385629, 3.547252, 50
9.557511, 3.437632, 50
9.723976, 3.329302, 50
9.885091, 3.222288, 50
10.040921, 3.116609, 50
10.191535, 3.012276, 50
10.336999, 2.909289, 50
10.477381, 2.807637, 50
10.612746, 2.707297, 50
10.743158, 2.608234, 50
10.868678, 2.510399, 50
10.989364, 2.413734, 50
11.105273, 2.318170, 50
11.216454, 2.223632, 50
11.322956, 2.130038, 50
11.424821, 2.037301, 50
11.522088, 1.945335, 50
11.614791, 1.854052, 50
11.702959, 1.763365, 50
11.786619, 1.673195, 50
11.865792, 1.583463, 50
11.940497, 1.494097, 50
12.010748, 1.405032, 50
12.076559, 1.316210, 50
12.137938, 1.227578, 50
12.194892, 1.139092, 50
12.247428, 1.050712, 50
12.295548, 0.962407, 50
12.339256, 0.874150, 50
12.378552, 0.785920, 50
12.413437, 0.697702, 50
12.443911, 0.609483, 50
12.469974, 0.521255, 50
12.491624, 0.433014, 50
12.508862, 0.344759, 50
12.521687, 0.256488, 50
12.530097, 0.168206, 50
12.534093, 0.079915, 50
12.534987, 0.017884, 50
12.534987, 0.000000, 50
